name,description,category.level_1,category.level_2,category.level_3,brand,attributes.color,attributes.size,attributes.material,pricing.cost_price,pricing.selling_price,pricing.currency,inventory.storage_type,inventory.shelf_life_days,logistics.weight_kg,logistics.fragile,logistics.hazardous
Philips Sonicare ProtectiveClean Electric Toothbrush (150ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Philips Sonicare,N/A,150ml,Plastic,$48.89,$59.43,USD,Normal,730,0.175,FALSE,FALSE
"Colgate 360 Optic White Toothbrush (Pack of 2, 500ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Colgate,N/A,500ml,Plastic/Nylon,$69.89,$98.83,USD,Normal,730,0.444,FALSE,FALSE
Philips Sonicare ProtectiveClean Electric Toothbrush (75ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Philips Sonicare,N/A,75ml,Plastic/Nylon,$22.74,$30.66,USD,Normal,730,0.357,FALSE,FALSE
"Colgate Total Whitening Toothpaste (Pack of 2, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Colgate,N/A,75ml,Plastic/Nylon,$61.59,$74.00,USD,Normal,730,0.692,FALSE,FALSE
Listerine Cool Mint Antiseptic Mouthwash (Standard),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Listerine,N/A,Standard,Plastic/Nylon,$7.16,$9.22,USD,Normal,730,0.191,FALSE,FALSE
Oral-B Pro-Health Toothbrush (100ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Oral-B,N/A,100ml,Plastic/Nylon,$36.35,$50.42,USD,Normal,730,0.096,TRUE,FALSE
"Philips Sonicare ProtectiveClean Electric Toothbrush (Pack of 2, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Philips Sonicare,N/A,150ml,Plastic/Nylon,$7.36,$10.42,USD,Normal,730,0.29,FALSE,FALSE
"Waterpik Aquarius Water Flosser (Pack of 2, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Waterpik,N/A,75ml,Plastic/Nylon,$100.36,$130.57,USD,Normal,730,0.516,FALSE,FALSE
"Colgate 360 Optic White Toothbrush (Pack of 4, 100ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Colgate,N/A,100ml,Plastic,$70.33,$95.00,USD,Normal,730,1.051,FALSE,FALSE
Crest 3D White Whitening Toothpaste (100ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Crest,N/A,100ml,Plastic,$28.34,$42.19,USD,Normal,730,0.165,TRUE,FALSE
Waterpik Aquarius Water Flosser (Standard),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Waterpik,N/A,Standard,Plastic,$44.64,$62.49,USD,Normal,730,0.287,FALSE,FALSE
"Waterpik Aquarius Water Flosser (Pack of 2, 500ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Waterpik,N/A,500ml,Plastic/Nylon,$50.30,$62.07,USD,Normal,730,0.466,FALSE,FALSE
"Philips Sonicare ProtectiveClean Electric Toothbrush (Pack of 3, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Philips Sonicare,N/A,150ml,Plastic/Nylon,$34.02,$44.60,USD,Normal,730,0.861,FALSE,FALSE
Colgate Total Whitening Toothpaste (500ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothbrush,Colgate,N/A,500ml,Plastic/Nylon,$47.72,$65.89,USD,Normal,730,0.157,FALSE,FALSE
"Waterpik Aquarius Water Flosser (Pack of 2, Standard)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Waterpik,N/A,Standard,Plastic,$95.35,$137.34,USD,Normal,730,0.363,TRUE,FALSE
"Sensodyne Rapid Relief Toothpaste (Pack of 2, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Sensodyne,N/A,150ml,Plastic,$86.47,$113.63,USD,Normal,730,0.718,FALSE,FALSE
Oral-B Glide Floss Picks (100ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Oral-B,N/A,100ml,Plastic,$15.59,$21.68,USD,Normal,730,0.095,TRUE,FALSE
Oral-B Pro-Health Toothbrush (150ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Oral-B,N/A,150ml,Plastic/Nylon,$26.60,$36.55,USD,Normal,730,0.309,TRUE,FALSE
"Sensodyne Rapid Relief Toothpaste (Pack of 3, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Sensodyne,N/A,150ml,Plastic,$24.92,$31.24,USD,Normal,730,0.832,TRUE,FALSE
"Crest Pro-Health Mouthwash (Pack of 3, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Crest,N/A,75ml,Plastic/Nylon,$13.31,$20.09,USD,Normal,730,1.072,FALSE,FALSE
"Crest 3D White Whitening Toothpaste (Pack of 3, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Crest,N/A,150ml,Plastic,$101.52,$152.71,USD,Normal,730,0.389,FALSE,FALSE
"Philips Sonicare ProtectiveClean Electric Toothbrush (Pack of 2, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Philips Sonicare,N/A,75ml,Plastic/Nylon,$54.87,$81.31,USD,Normal,730,0.461,TRUE,FALSE
"Waterpik Aquarius Water Flosser (Pack of 3, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Waterpik,N/A,75ml,Plastic/Nylon,$116.05,$147.99,USD,Normal,730,1.004,FALSE,FALSE
"Crest 3D White Whitening Toothpaste (Pack of 2, 100ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Crest,N/A,100ml,Plastic/Nylon,$17.85,$21.77,USD,Normal,730,0.394,FALSE,FALSE
Colgate Total Whitening Toothpaste (Standard),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Colgate,N/A,Standard,Plastic/Nylon,$30.27,$43.29,USD,Normal,730,0.268,FALSE,FALSE
"Oral-B Pro-Health Toothbrush (Pack of 2, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Oral-B,N/A,150ml,Plastic/Nylon,$89.93,$137.12,USD,Normal,730,0.622,FALSE,FALSE
"Colgate Total Whitening Toothpaste (Pack of 2, 500ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Colgate,N/A,500ml,Plastic,$7.10,$10.29,USD,Normal,730,0.279,FALSE,FALSE
"Listerine Cool Mint Antiseptic Mouthwash (Pack of 3, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Listerine,N/A,75ml,Plastic/Nylon,$81.94,$101.98,USD,Normal,730,0.143,FALSE,FALSE
Oral-B Glide Floss Picks (150ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothbrush,Oral-B,N/A,150ml,Plastic/Nylon,$6.78,$10.03,USD,Normal,730,0.134,FALSE,FALSE
"Crest Pro-Health Mouthwash (Pack of 3, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Crest,N/A,150ml,Plastic,$131.25,$191.19,USD,Normal,730,0.432,TRUE,FALSE
"Crest Pro-Health Mouthwash (Pack of 2, Standard)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Crest,N/A,Standard,Plastic/Nylon,$75.96,$115.50,USD,Normal,730,0.742,FALSE,FALSE
"Sensodyne Rapid Relief Toothpaste (Pack of 4, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Sensodyne,N/A,150ml,Plastic/Nylon,$102.38,$132.13,USD,Normal,730,0.82,TRUE,FALSE
"Colgate Total Whitening Toothpaste (Pack of 2, 100ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothbrush,Colgate,N/A,100ml,Plastic,$65.49,$96.03,USD,Normal,730,0.388,FALSE,FALSE
Listerine Cool Mint Antiseptic Mouthwash (500ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Listerine,N/A,500ml,Plastic,$6.36,$7.71,USD,Normal,730,0.389,FALSE,FALSE
"Listerine Cool Mint Antiseptic Mouthwash (Pack of 2, Standard)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Listerine,N/A,Standard,Plastic,$50.60,$73.08,USD,Normal,730,0.601,FALSE,FALSE
"Oral-B Glide Floss Picks (Pack of 2, 100ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Oral-B,N/A,100ml,Plastic/Nylon,$11.97,$15.54,USD,Normal,730,0.792,FALSE,FALSE
"Oral-B Pro-Health Toothbrush (Pack of 2, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Oral-B,N/A,75ml,Plastic,$96.66,$146.85,USD,Normal,730,0.764,FALSE,FALSE
"Oral-B Pro-Health Toothbrush (Pack of 3, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Oral-B,N/A,150ml,Plastic/Nylon,$105.76,$128.76,USD,Normal,730,0.783,TRUE,FALSE
Listerine Cool Mint Antiseptic Mouthwash (100ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Listerine,N/A,100ml,Plastic/Nylon,$52.20,$62.48,USD,Normal,730,0.359,FALSE,FALSE
"Crest Pro-Health Mouthwash (Pack of 4, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Crest,N/A,75ml,Plastic/Nylon,$49.34,$60.74,USD,Normal,730,1.239,FALSE,FALSE
"Crest 3D White Whitening Toothpaste (Pack of 3, 100ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Crest,N/A,100ml,Plastic,$91.26,$141.29,USD,Normal,730,0.586,FALSE,FALSE
"Sensodyne Rapid Relief Toothpaste (Pack of 2, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Sensodyne,N/A,75ml,Plastic/Nylon,$32.15,$40.35,USD,Normal,730,0.764,FALSE,FALSE
"Crest Pro-Health Mouthwash (Pack of 5, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Crest,N/A,75ml,Plastic/Nylon,$11.22,$13.46,USD,Normal,730,1.43,FALSE,FALSE
Crest 3D White Whitening Toothpaste (500ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Crest,N/A,500ml,Plastic,$15.58,$18.51,USD,Normal,730,0.183,FALSE,FALSE
"Listerine Cool Mint Antiseptic Mouthwash (Pack of 2, 500ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Listerine,N/A,500ml,Plastic,$95.79,$147.24,USD,Normal,730,0.096,FALSE,FALSE
"Crest 3D White Whitening Toothpaste (Pack of 4, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothbrush,Crest,N/A,150ml,Plastic,$191.03,$270.97,USD,Normal,730,1.001,FALSE,FALSE
Philips Sonicare ProtectiveClean Electric Toothbrush (Standard),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothbrush,Philips Sonicare,N/A,Standard,Plastic,$51.31,$77.02,USD,Normal,730,0.177,FALSE,FALSE
"Sensodyne Rapid Relief Toothpaste (Pack of 5, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothbrush,Sensodyne,N/A,150ml,Plastic/Nylon,$36.04,$42.11,USD,Normal,730,1.756,FALSE,FALSE
"Listerine Cool Mint Antiseptic Mouthwash (Pack of 3, Standard)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Listerine,N/A,Standard,Plastic/Nylon,$45.90,$68.88,USD,Normal,730,0.694,FALSE,FALSE
"Sensodyne Rapid Relief Toothpaste (Pack of 6, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothbrush,Sensodyne,N/A,150ml,Plastic/Nylon,$215.51,$290.22,USD,Normal,730,0.373,TRUE,FALSE
"Oral-B Pro-Health Toothbrush (Pack of 2, 100ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Oral-B,N/A,100ml,Plastic/Nylon,$7.22,$9.05,USD,Normal,730,0.178,FALSE,FALSE
"Crest Pro-Health Mouthwash (Pack of 6, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Crest,N/A,75ml,Plastic/Nylon,$133.35,$206.11,USD,Normal,730,1.223,TRUE,FALSE
"Sensodyne Rapid Relief Toothpaste (Pack of 3, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Sensodyne,N/A,75ml,Plastic,$55.43,$68.26,USD,Normal,730,1.037,FALSE,FALSE
Oral-B Glide Floss Picks (500ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Oral-B,N/A,500ml,Plastic,$49.22,$68.13,USD,Normal,730,0.26,FALSE,FALSE
"Crest 3D White Whitening Toothpaste (Pack of 2, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Crest,N/A,75ml,Plastic/Nylon,$27.84,$37.56,USD,Normal,730,0.111,FALSE,FALSE
"Colgate 360 Optic White Toothbrush (Pack of 2, Standard)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Colgate,N/A,Standard,Plastic/Nylon,$40.33,$61.36,USD,Normal,730,0.207,TRUE,FALSE
"Crest Pro-Health Mouthwash (Pack of 3, Standard)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Crest,N/A,Standard,Plastic/Nylon,$95.31,$119.88,USD,Normal,730,1.183,FALSE,FALSE
"Crest Pro-Health Mouthwash (Pack of 4, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Crest,N/A,150ml,Plastic,$185.35,$287.30,USD,Normal,730,0.479,TRUE,FALSE
"Oral-B Glide Floss Picks (Pack of 2, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Oral-B,N/A,150ml,Plastic/Nylon,$81.96,$118.64,USD,Normal,730,0.161,FALSE,FALSE
Oral-B Pro-Health Toothbrush (Standard),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothbrush,Oral-B,N/A,Standard,Plastic/Nylon,$6.73,$10.03,USD,Normal,730,0.362,FALSE,FALSE
"Sensodyne Rapid Relief Toothpaste (Pack of 4, 75ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Sensodyne,N/A,75ml,Plastic,$63.26,$93.05,USD,Normal,730,0.689,TRUE,FALSE
"Listerine Cool Mint Antiseptic Mouthwash (Pack of 3, 500ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Listerine,N/A,500ml,Plastic/Nylon,$33.99,$45.17,USD,Normal,730,0.424,FALSE,FALSE
"Colgate 360 Optic White Toothbrush (Pack of 3, Standard)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Colgate,N/A,Standard,Plastic/Nylon,$121.45,$169.51,USD,Normal,730,0.235,FALSE,FALSE
"Crest Pro-Health Mouthwash (Pack of 2, 100ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Floss,Crest,N/A,100ml,Plastic,$67.19,$96.46,USD,Normal,730,0.307,FALSE,FALSE
"Crest Pro-Health Mouthwash (Pack of 5, 150ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Mouthwash,Crest,N/A,150ml,Plastic,$43.47,$52.18,USD,Normal,730,1.14,FALSE,FALSE
"Colgate Total Whitening Toothpaste (Pack of 3, 500ml)",Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Toothpaste,Colgate,N/A,500ml,Plastic/Nylon,$16.36,$19.09,USD,Normal,730,0.58,FALSE,FALSE
Waterpik Aquarius Water Flosser (150ml),Daily oral hygiene essential,Beauty & Personal Care,Oral Care,Electric Toothbrush,Waterpik,N/A,150ml,Plastic,$20.84,$28.85,USD,Normal,730,0.096,FALSE,FALSE
Braun Series 7 Electric Shaver,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Razor,Braun,Black,Standard,Plastic,$71.83,$106.82,USD,Normal,730,0.257,FALSE,FALSE
Bevel Trimmer Kit,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Bevel,Black,Standard,Metal/Plastic,$58.02,$72.88,USD,Normal,0,0.474,FALSE,FALSE
Gillette SkinGuard Sensitive Shave Gel,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Gillette,Black,Standard,Metal/Plastic,$41.87,$48.45,USD,Normal,0,0.428,FALSE,FALSE
Harry's Truman Razor Set,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Deodorant,Harry's,Blue,Standard,Plastic,$78.85,$121.13,USD,Normal,730,0.409,FALSE,FALSE
Axe Phoenix Body Spray,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Body Spray,Axe,Silver,Standard,Plastic,$63.71,$97.81,USD,Normal,0,0.163,TRUE,FALSE
Gillette SkinGuard Sensitive Shave Gel (Pack of 2),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Gillette,Black,Standard,Metal/Plastic,$137.57,$196.49,USD,Normal,730,0.784,FALSE,FALSE
Harry's Truman Razor Set (Pack of 2),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Deodorant,Harry's,Black,Standard,Metal/Plastic,$141.67,$211.55,USD,Normal,730,0.897,TRUE,FALSE
Harry's Truman Razor Set (Pack of 3),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Harry's,Blue,Standard,Plastic,$18.50,$22.52,USD,Normal,730,0.907,FALSE,FALSE
Nivea Men Sensitive Post Shave Balm,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Nivea Men,Black,Standard,Plastic,$25.62,$32.49,USD,Normal,0,0.151,FALSE,FALSE
Harry's Truman Razor Set (Pack of 4),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Body Spray,Harry's,Blue,Standard,Plastic,$313.32,$466.65,USD,Normal,0,1.221,FALSE,FALSE
Nivea Men Sensitive Post Shave Balm (Pack of 2),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Nivea Men,Black,Standard,Metal/Plastic,$123.19,$187.76,USD,Normal,0,0.575,TRUE,FALSE
Gillette SkinGuard Sensitive Shave Gel (Pack of 3),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Gillette,Black,Standard,Plastic,$74.98,$105.65,USD,Normal,730,0.875,FALSE,FALSE
Braun Series 7 Electric Shaver (Pack of 2),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Electric Shaver,Braun,Silver,Standard,Metal/Plastic,$54.54,$66.91,USD,Normal,0,0.729,FALSE,FALSE
Nivea Men Sensitive Post Shave Balm (Pack of 3),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Nivea Men,Black,Standard,Plastic,$209.36,$300.67,USD,Normal,730,1.566,FALSE,FALSE
Axe Phoenix Body Spray (Pack of 2),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Axe,Blue,Standard,Metal/Plastic,$134.42,$197.58,USD,Normal,730,0.823,TRUE,FALSE
Bevel Trimmer Kit (Pack of 2),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Deodorant,Bevel,Silver,Standard,Metal/Plastic,$29.54,$36.33,USD,Normal,730,1.058,FALSE,FALSE
Philips Norelco OneBlade Face + Body Trimmer,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Razor,Philips Norelco,Silver,Standard,Plastic,$22.80,$26.65,USD,Normal,730,0.438,TRUE,FALSE
Wahl Beard Trimmer,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Wahl,Black,Standard,Metal/Plastic,$7.72,$9.07,USD,Normal,0,0.381,FALSE,FALSE
Axe Phoenix Body Spray (Pack of 3),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Deodorant,Axe,Silver,Standard,Metal/Plastic,$193.64,$282.26,USD,Normal,0,1.223,FALSE,FALSE
Bevel Trimmer Kit (Pack of 3),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Razor,Bevel,Black,Standard,Metal/Plastic,$196.86,$302.21,USD,Normal,0,0.956,TRUE,FALSE
Gillette SkinGuard Sensitive Shave Gel (Pack of 4),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Gillette,Blue,Standard,Plastic,$280.52,$424.83,USD,Normal,730,1.708,FALSE,FALSE
Gillette SkinGuard Sensitive Shave Gel (Pack of 5),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Gillette,Black,Standard,Metal/Plastic,$79.73,$103.27,USD,Normal,730,2.574,FALSE,FALSE
Gillette Fusion5 ProGlide Razor,Grooming essential for men,Beauty & Personal Care,Men's Grooming,Electric Shaver,Gillette,Silver,Standard,Metal/Plastic,$25.85,$38.10,USD,Normal,0,0.233,FALSE,FALSE
Harry's Truman Razor Set (Pack of 5),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Harry's,Blue,Standard,Plastic,$156.86,$222.16,USD,Normal,0,0.744,FALSE,FALSE
Harry's Truman Razor Set (Pack of 6),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Deodorant,Harry's,Blue,Standard,Plastic,$427.04,$653.62,USD,Normal,0,1.685,FALSE,FALSE
Wahl Beard Trimmer (Pack of 2),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Electric Shaver,Wahl,Silver,Standard,Metal/Plastic,$157.64,$186.63,USD,Normal,730,0.242,FALSE,FALSE
Braun Series 7 Electric Shaver (Pack of 3),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Body Spray,Braun,Blue,Standard,Plastic,$220.62,$258.82,USD,Normal,730,0.813,FALSE,FALSE
Wahl Beard Trimmer (Pack of 3),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Electric Shaver,Wahl,Silver,Standard,Metal/Plastic,$213.98,$307.83,USD,Normal,730,1.485,FALSE,FALSE
Braun Series 7 Electric Shaver (Pack of 4),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Braun,Blue,Standard,Plastic,$229.08,$304.31,USD,Normal,730,1.931,FALSE,FALSE
Harry's Truman Razor Set (Pack of 7),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Razor,Harry's,Black,Standard,Plastic,$432.55,$649.83,USD,Normal,730,2.824,FALSE,FALSE
Braun Series 7 Electric Shaver (Pack of 5),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Shave Gel,Braun,Black,Standard,Plastic,$216.66,$296.03,USD,Normal,730,2.108,TRUE,FALSE
Gillette Fusion5 ProGlide Razor (Pack of 2),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Electric Shaver,Gillette,Black,Standard,Plastic,$149.26,$203.87,USD,Normal,730,1.097,TRUE,FALSE
Gillette Fusion5 ProGlide Razor (Pack of 3),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Deodorant,Gillette,Silver,Standard,Metal/Plastic,$206.63,$259.12,USD,Normal,0,1.291,FALSE,FALSE
Bevel Trimmer Kit (Pack of 4),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Bevel,Silver,Standard,Metal/Plastic,$107.67,$155.53,USD,Normal,0,0.976,TRUE,FALSE
Nivea Men Sensitive Post Shave Balm (Pack of 4),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Deodorant,Nivea Men,Blue,Standard,Metal/Plastic,$220.67,$316.80,USD,Normal,0,0.937,FALSE,FALSE
Axe Phoenix Body Spray (Pack of 4),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Axe,Silver,Standard,Metal/Plastic,$154.85,$187.16,USD,Normal,0,0.465,FALSE,FALSE
Bevel Trimmer Kit (Pack of 5),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Body Spray,Bevel,Blue,Standard,Plastic,$102.34,$120.87,USD,Normal,730,2.358,FALSE,FALSE
Harry's Truman Razor Set (Pack of 8),Grooming essential for men,Beauty & Personal Care,Men's Grooming,Trimmer,Harry's,Blue,Standard,Plastic,$623.42,$888.77,USD,Normal,0,1.195,TRUE,FALSE
